City,Beach,Date,Enterococcus
BERTIOGA,BORACÉIA - COL. MARISTA,2012-01-03,8.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-01-08,22.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-01-15,17.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-01-22,8.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-01-29,2.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-02-05,1.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-02-12,68.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-02-19,32.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-02-26,1.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-03-04,1.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-03-11,14.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-03-18,1.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-03-25,14.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-04-01,1.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-04-08,20.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-04-15,1.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-04-22,52.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-04-29,2.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-05-06,6.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-05-13,76.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-05-20,1.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-05-27,2.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-06-03,1.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-06-10,3.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-06-17,48.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-06-24,1.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-07-01,7.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-07-08,96.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-07-15,66.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-07-22,2.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-07-29,7.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-08-05,8.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-08-12,1.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-08-19,1.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-08-26,57.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-09-02,1.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-09-09,2.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-09-16,19.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-09-23,4.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-09-30,18.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-10-07,1.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-10-14,28.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-10-21,1.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-10-28,1.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-11-04,1.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-11-11,10.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-11-18,2.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-11-25,11.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-12-02,2.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-12-09,31.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-12-16,108.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-12-23,5.0
BERTIOGA,BORACÉIA - COL. MARISTA,2012-12-30,10.0
BERTIOGA,BORACÉIA - SUL,2012-01-03,16.0
BERTIOGA,BORACÉIA - SUL,2012-01-08,1.0
BERTIOGA,BORACÉIA - SUL,2012-01-15,1.0
BERTIOGA,BORACÉIA - SUL,2012-01-22,15.0
BERTIOGA,BORACÉIA - SUL,2012-01-29,7.0
BERTIOGA,BORACÉIA - SUL,2012-02-05,2.0
BERTIOGA,BORACÉIA - SUL,2012-02-12,18.0
BERTIOGA,BORACÉIA - SUL,2012-02-19,45.0
BERTIOGA,BORACÉIA - SUL,2012-02-26,4.0
BERTIOGA,BORACÉIA - SUL,2012-03-04,1.0
BERTIOGA,BORACÉIA - SUL,2012-03-11,19.0
BERTIOGA,BORACÉIA - SUL,2012-03-18,4.0
BERTIOGA,BORACÉIA - SUL,2012-03-25,68.0
BERTIOGA,BORACÉIA - SUL,2012-04-01,1.0
BERTIOGA,BORACÉIA - SUL,2012-04-08,9.0
BERTIOGA,BORACÉIA - SUL,2012-04-15,6.0
BERTIOGA,BORACÉIA - SUL,2012-04-22,37.0
BERTIOGA,BORACÉIA - SUL,2012-04-29,6.0
BERTIOGA,BORACÉIA - SUL,2012-05-06,2.0
BERTIOGA,BORACÉIA - SUL,2012-05-13,68.0
BERTIOGA,BORACÉIA - SUL,2012-05-20,45.0
BERTIOGA,BORACÉIA - SUL,2012-05-27,1.0
BERTIOGA,BORACÉIA - SUL,2012-06-03,2.0
BERTIOGA,BORACÉIA - SUL,2012-06-10,10.0
BERTIOGA,BORACÉIA - SUL,2012-06-17,33.0
BERTIOGA,BORACÉIA - SUL,2012-06-24,1.0
BERTIOGA,BORACÉIA - SUL,2012-07-01,2.0
BERTIOGA,BORACÉIA - SUL,2012-07-08,120.0
BERTIOGA,BORACÉIA - SUL,2012-07-15,13.0
BERTIOGA,BORACÉIA - SUL,2012-07-22,1.0
BERTIOGA,BORACÉIA - SUL,2012-07-29,38.0
BERTIOGA,BORACÉIA - SUL,2012-08-05,10.0
BERTIOGA,BORACÉIA - SUL,2012-08-12,1.0
BERTIOGA,BORACÉIA - SUL,2012-08-19,1.0
BERTIOGA,BORACÉIA - SUL,2012-08-26,280.0
BERTIOGA,BORACÉIA - SUL,2012-09-02,2.0
BERTIOGA,BORACÉIA - SUL,2012-09-09,1.0
BERTIOGA,BORACÉIA - SUL,2012-09-16,1.0
BERTIOGA,BORACÉIA - SUL,2012-09-23,3.0
BERTIOGA,BORACÉIA - SUL,2012-09-30,23.0
BERTIOGA,BORACÉIA - SUL,2012-10-07,1.0
BERTIOGA,BORACÉIA - SUL,2012-10-14,23.0
BERTIOGA,BORACÉIA - SUL,2012-10-21,1.0
BERTIOGA,BORACÉIA - SUL,2012-10-28,1.0
BERTIOGA,BORACÉIA - SUL,2012-11-04,1.0
BERTIOGA,BORACÉIA - SUL,2012-11-11,5.0
BERTIOGA,BORACÉIA - SUL,2012-11-18,3.0
BERTIOGA,BORACÉIA - SUL,2012-11-25,54.0
BERTIOGA,BORACÉIA - SUL,2012-12-02,1.0
BERTIOGA,BORACÉIA - SUL,2012-12-09,23.0
BERTIOGA,BORACÉIA - SUL,2012-12-16,3.0
BERTIOGA,BORACÉIA - SUL,2012-12-23,10.0
BERTIOGA,BORACÉIA - SUL,2012-12-30,27.0
BERTIOGA,GUARATUBA,2012-01-03,32.0
BERTIOGA,GUARATUBA,2012-01-08,1.0
BERTIOGA,GUARATUBA,2012-01-15,1.0
BERTIOGA,GUARATUBA,2012-01-22,3.0
BERTIOGA,GUARATUBA,2012-01-29,13.0
BERTIOGA,GUARATUBA,2012-02-05,1.0
BERTIOGA,GUARATUBA,2012-02-12,100.0
BERTIOGA,GUARATUBA,2012-02-19,1.0
BERTIOGA,GUARATUBA,2012-02-26,1.0
BERTIOGA,GUARATUBA,2012-03-04,1.0
BERTIOGA,GUARATUBA,2012-03-11,15.0
BERTIOGA,GUARATUBA,2012-03-18,7.0
BERTIOGA,GUARATUBA,2012-03-25,1.0
BERTIOGA,GUARATUBA,2012-04-01,1.0
BERTIOGA,GUARATUBA,2012-04-08,1.0
BERTIOGA,GUARATUBA,2012-04-15,5.0
BERTIOGA,GUARATUBA,2012-04-22,5.0
BERTIOGA,GUARATUBA,2012-04-29,4.0
BERTIOGA,GUARATUBA,2012-05-06,3.0
BERTIOGA,GUARATUBA,2012-05-13,12.0
BERTIOGA,GUARATUBA,2012-05-20,1.0
BERTIOGA,GUARATUBA,2012-05-27,2.0
BERTIOGA,GUARATUBA,2012-06-03,1.0
BERTIOGA,GUARATUBA,2012-06-10,8.0
BERTIOGA,GUARATUBA,2012-06-17,5.0
BERTIOGA,GUARATUBA,2012-06-24,1.0
BERTIOGA,GUARATUBA,2012-07-01,1.0
BERTIOGA,GUARATUBA,2012-07-08,28.0
BERTIOGA,GUARATUBA,2012-07-15,5.0
BERTIOGA,GUARATUBA,2012-07-22,1.0
BERTIOGA,GUARATUBA,2012-07-29,3.0
BERTIOGA,GUARATUBA,2012-08-05,1.0
BERTIOGA,GUARATUBA,2012-08-12,3.0
BERTIOGA,GUARATUBA,2012-08-19,1.0
BERTIOGA,GUARATUBA,2012-08-26,22.0
BERTIOGA,GUARATUBA,2012-09-02,1.0
BERTIOGA,GUARATUBA,2012-09-09,1.0
BERTIOGA,GUARATUBA,2012-09-16,1.0
BERTIOGA,GUARATUBA,2012-09-23,1.0
BERTIOGA,GUARATUBA,2012-09-30,15.0
BERTIOGA,GUARATUBA,2012-10-07,1.0
BERTIOGA,GUARATUBA,2012-10-14,96.0
BERTIOGA,GUARATUBA,2012-10-21,1.0
BERTIOGA,GUARATUBA,2012-10-28,1.0
BERTIOGA,GUARATUBA,2012-11-04,2.0
BERTIOGA,GUARATUBA,2012-11-11,1.0
BERTIOGA,GUARATUBA,2012-11-18,1.0
BERTIOGA,GUARATUBA,2012-11-25,2.0
BERTIOGA,GUARATUBA,2012-12-02,1.0
BERTIOGA,GUARATUBA,2012-12-09,16.0
BERTIOGA,GUARATUBA,2012-12-16,1.0
BERTIOGA,GUARATUBA,2012-12-23,8.0
BERTIOGA,GUARATUBA,2012-12-30,6.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-01-03,36.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-01-08,25.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-01-15,5.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-01-22,75.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-01-29,16.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-02-05,17.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-02-12,16.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-02-19,8.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-02-26,1.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-03-04,1.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-03-11,10.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-03-18,12.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-03-25,1.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-04-01,1.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-04-08,2.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-04-15,1.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-04-22,19.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-04-29,41.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-05-06,2.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-05-13,23.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-05-20,1.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-05-27,1.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-06-03,3.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-06-10,48.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-06-17,40.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-06-24,2.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-07-01,1.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-07-08,152.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-07-15,1.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-07-22,1.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-07-29,1.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-08-05,1.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-08-12,7.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-08-19,2.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-08-26,31.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-09-02,1.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-09-09,1.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-09-16,1.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-09-23,1.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-09-30,10.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-10-07,1.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-10-14,72.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-10-21,1.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-10-28,1.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-11-04,1.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-11-11,1.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-11-18,4.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-11-25,1.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-12-02,1.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-12-09,16.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-12-16,10.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-12-23,22.0
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),2012-12-30,6.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-01-03,3.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-01-08,20.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-01-15,16.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-01-22,16.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-01-29,16.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-02-05,31.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-02-12,13.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-02-19,1.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-02-26,11.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-03-04,4.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-03-11,5.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-03-18,1.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-03-25,1.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-04-01,5.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-04-08,21.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-04-15,1.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-04-22,11.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-04-29,12.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-05-06,4.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-05-13,7.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-05-20,9.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-05-27,1.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-06-03,3.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-06-10,3.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-06-17,7.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-06-24,1.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-07-01,1.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-07-08,12.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-07-15,3.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-07-22,1.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-07-29,32.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-08-05,1.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-08-12,1.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-08-19,3.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-08-26,29.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-09-02,1.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-09-09,3.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-09-16,21.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-09-23,1.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-09-30,13.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-10-07,4.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-10-14,76.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-10-21,1.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-10-28,1.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-11-04,4.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-11-11,2.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-11-18,1.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-11-25,2.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-12-02,2.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-12-09,18.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-12-16,15.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-12-23,49.0
BERTIOGA,SÃO LOURENÇO (RUA 2),2012-12-30,440.0
BERTIOGA,ENSEADA - INDAIÁ,2012-01-03,17.0
BERTIOGA,ENSEADA - INDAIÁ,2012-01-08,85.0
BERTIOGA,ENSEADA - INDAIÁ,2012-01-15,1.0
BERTIOGA,ENSEADA - INDAIÁ,2012-01-22,10.0
BERTIOGA,ENSEADA - INDAIÁ,2012-01-29,108.0
BERTIOGA,ENSEADA - INDAIÁ,2012-02-05,6.0
BERTIOGA,ENSEADA - INDAIÁ,2012-02-12,7.0
BERTIOGA,ENSEADA - INDAIÁ,2012-02-19,29.0
BERTIOGA,ENSEADA - INDAIÁ,2012-02-26,15.0
BERTIOGA,ENSEADA - INDAIÁ,2012-03-04,1.0
BERTIOGA,ENSEADA - INDAIÁ,2012-03-11,22.0
BERTIOGA,ENSEADA - INDAIÁ,2012-03-18,1.0
BERTIOGA,ENSEADA - INDAIÁ,2012-03-25,11.0
BERTIOGA,ENSEADA - INDAIÁ,2012-04-01,1.0
BERTIOGA,ENSEADA - INDAIÁ,2012-04-08,20.0
BERTIOGA,ENSEADA - INDAIÁ,2012-04-15,5.0
BERTIOGA,ENSEADA - INDAIÁ,2012-04-22,4.0
BERTIOGA,ENSEADA - INDAIÁ,2012-04-29,8.0
BERTIOGA,ENSEADA - INDAIÁ,2012-05-06,3.0
BERTIOGA,ENSEADA - INDAIÁ,2012-05-13,13.0
BERTIOGA,ENSEADA - INDAIÁ,2012-05-20,5.0
BERTIOGA,ENSEADA - INDAIÁ,2012-05-27,5.0
BERTIOGA,ENSEADA - INDAIÁ,2012-06-03,2.0
BERTIOGA,ENSEADA - INDAIÁ,2012-06-10,16.0
BERTIOGA,ENSEADA - INDAIÁ,2012-06-17,260.0
BERTIOGA,ENSEADA - INDAIÁ,2012-06-24,1.0
BERTIOGA,ENSEADA - INDAIÁ,2012-07-01,1.0
BERTIOGA,ENSEADA - INDAIÁ,2012-07-08,53.0
BERTIOGA,ENSEADA - INDAIÁ,2012-07-15,1.0
BERTIOGA,ENSEADA - INDAIÁ,2012-07-22,11.0
BERTIOGA,ENSEADA - INDAIÁ,2012-07-29,19.0
BERTIOGA,ENSEADA - INDAIÁ,2012-08-05,1.0
BERTIOGA,ENSEADA - INDAIÁ,2012-08-12,4.0
BERTIOGA,ENSEADA - INDAIÁ,2012-08-19,1.0
BERTIOGA,ENSEADA - INDAIÁ,2012-08-26,132.0
BERTIOGA,ENSEADA - INDAIÁ,2012-09-02,1.0
BERTIOGA,ENSEADA - INDAIÁ,2012-09-09,4.0
BERTIOGA,ENSEADA - INDAIÁ,2012-09-16,32.0
BERTIOGA,ENSEADA - INDAIÁ,2012-09-23,1.0
BERTIOGA,ENSEADA - INDAIÁ,2012-09-30,21.0
BERTIOGA,ENSEADA - INDAIÁ,2012-10-07,1.0
BERTIOGA,ENSEADA - INDAIÁ,2012-10-14,132.0
BERTIOGA,ENSEADA - INDAIÁ,2012-10-21,1.0
BERTIOGA,ENSEADA - INDAIÁ,2012-10-28,2.0
BERTIOGA,ENSEADA - INDAIÁ,2012-11-04,6.0
BERTIOGA,ENSEADA - INDAIÁ,2012-11-11,1.0
BERTIOGA,ENSEADA - INDAIÁ,2012-11-18,1.0
BERTIOGA,ENSEADA - INDAIÁ,2012-11-25,83.0
BERTIOGA,ENSEADA - INDAIÁ,2012-12-02,1.0
BERTIOGA,ENSEADA - INDAIÁ,2012-12-09,105.0
BERTIOGA,ENSEADA - INDAIÁ,2012-12-16,100.0
BERTIOGA,ENSEADA - INDAIÁ,2012-12-23,9.0
BERTIOGA,ENSEADA - INDAIÁ,2012-12-30,248.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-01-03,112.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-01-08,70.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-01-15,13.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-01-22,19.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-01-29,5.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-02-05,23.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-02-12,3.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-02-19,47.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-02-26,1.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-03-04,5.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-03-11,10.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-03-18,13.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-03-25,36.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-04-01,1.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-04-08,27.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-04-15,4.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-04-22,200.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-04-29,3.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-05-06,5.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-05-13,128.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-05-20,2.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-05-27,8.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-06-03,3.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-06-10,35.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-06-17,3.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-06-24,3.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-07-01,2.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-07-08,72.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-07-15,24.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-07-22,8.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-07-29,21.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-08-05,7.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-08-12,2.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-08-19,16.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-08-26,156.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-09-02,4.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-09-09,5.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-09-16,1.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-09-23,7.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-09-30,9.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-10-07,2.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-10-14,100.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-10-21,1.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-10-28,1.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-11-04,6.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-11-11,1.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-11-18,1.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-11-25,62.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-12-02,18.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-12-09,160.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-12-16,376.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-12-23,10.0
BERTIOGA,ENSEADA - VISTA LINDA,2012-12-30,84.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-01-03,128.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-01-08,42.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-01-15,18.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-01-22,31.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-01-29,11.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-02-05,19.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-02-12,252.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-02-19,36.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-02-26,1.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-03-04,2.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-03-11,12.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-03-18,6.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-03-25,9.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-04-01,1.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-04-08,8.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-04-15,1.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-04-22,240.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-04-29,48.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-05-06,2.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-05-13,224.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-05-20,6.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-05-27,3.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-06-03,2.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-06-10,39.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-06-17,280.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-06-24,2.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-07-01,3.0
BERTIOGA,ENSEADA - COLÔNIA DO SESC,2012-07-08,96.0
