City,Beach,Date,Enterococcus
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-04-20,8.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-04-27,6.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-05-04,1.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-05-11,8.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-05-18,31.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-05-25,112.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-06-01,2.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-06-08,1.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-06-15,2.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-06-22,1.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-06-29,1.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-07-06,1.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-07-13,1.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-07-20,3.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-07-27,152.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-08-03,19.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-08-10,2.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-08-17,26.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-08-24,1.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-08-31,1.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-09-04,1.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-09-14,3.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-09-21,740.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-09-28,4.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-10-05,29.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-10-12,1.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-10-19,1.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-10-26,9.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-11-02,1.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-11-09,2.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-11-16,31.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-11-23,1.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-11-30,1.0
SÃO SEBASTIÃO,BORACÉIA - R. CUBATÃO,2014-12-07,1.0
SÃO VICENTE,PRAIA DA DIVISA,2014-01-05,328.0
SÃO VICENTE,PRAIA DA DIVISA,2014-01-12,35.0
SÃO VICENTE,PRAIA DA DIVISA,2014-01-19,39.0
SÃO VICENTE,PRAIA DA DIVISA,2014-01-26,1.0
SÃO VICENTE,PRAIA DA DIVISA,2014-02-02,4.0
SÃO VICENTE,PRAIA DA DIVISA,2014-02-09,1.0
SÃO VICENTE,PRAIA DA DIVISA,2014-02-16,428.0
SÃO VICENTE,PRAIA DA DIVISA,2014-02-23,4.0
SÃO VICENTE,PRAIA DA DIVISA,2014-03-02,13.0
SÃO VICENTE,PRAIA DA DIVISA,2014-03-09,1.0
SÃO VICENTE,PRAIA DA DIVISA,2014-03-16,17.0
SÃO VICENTE,PRAIA DA DIVISA,2014-03-23,416.0
SÃO VICENTE,PRAIA DA DIVISA,2014-03-30,1.0
SÃO VICENTE,PRAIA DA DIVISA,2014-04-06,5.0
SÃO VICENTE,PRAIA DA DIVISA,2014-04-13,436.0
SÃO VICENTE,PRAIA DA DIVISA,2014-04-20,7.0
SÃO VICENTE,PRAIA DA DIVISA,2014-04-27,56.0
SÃO VICENTE,PRAIA DA DIVISA,2014-05-04,10.0
SÃO VICENTE,PRAIA DA DIVISA,2014-05-11,168.0
SÃO VICENTE,PRAIA DA DIVISA,2014-05-18,1.0
SÃO VICENTE,PRAIA DA DIVISA,2014-05-25,412.0
SÃO VICENTE,PRAIA DA DIVISA,2014-06-01,37.0
SÃO VICENTE,PRAIA DA DIVISA,2014-06-08,20.0
SÃO VICENTE,PRAIA DA DIVISA,2014-06-15,84.0
SÃO VICENTE,PRAIA DA DIVISA,2014-06-22,6.0
SÃO VICENTE,PRAIA DA DIVISA,2014-06-29,4.0
SÃO VICENTE,PRAIA DA DIVISA,2014-07-06,1.0
SÃO VICENTE,PRAIA DA DIVISA,2014-07-13,13.0
SÃO VICENTE,PRAIA DA DIVISA,2014-07-20,16.0
SÃO VICENTE,PRAIA DA DIVISA,2014-07-27,192.0
SÃO VICENTE,PRAIA DA DIVISA,2014-08-03,4.0
SÃO VICENTE,PRAIA DA DIVISA,2014-08-10,80.0
SÃO VICENTE,PRAIA DA DIVISA,2014-08-17,260.0
SÃO VICENTE,PRAIA DA DIVISA,2014-08-24,6.0
SÃO VICENTE,PRAIA DA DIVISA,2014-08-31,8.0
SÃO VICENTE,PRAIA DA DIVISA,2014-09-04,64.0
SÃO VICENTE,PRAIA DA DIVISA,2014-09-14,1.0
SÃO VICENTE,PRAIA DA DIVISA,2014-09-21,376.0
SÃO VICENTE,PRAIA DA DIVISA,2014-09-28,148.0
SÃO VICENTE,PRAIA DA DIVISA,2014-10-05,59.0
SÃO VICENTE,PRAIA DA DIVISA,2014-10-12,13.0
SÃO VICENTE,PRAIA DA DIVISA,2014-10-19,108.0
SÃO VICENTE,PRAIA DA DIVISA,2014-10-26,18.0
SÃO VICENTE,PRAIA DA DIVISA,2014-11-02,20.0
SÃO VICENTE,PRAIA DA DIVISA,2014-11-09,6.0
SÃO VICENTE,PRAIA DA DIVISA,2014-11-16,2.0
SÃO VICENTE,PRAIA DA DIVISA,2014-11-23,1.0
SÃO VICENTE,PRAIA DA DIVISA,2014-11-30,1.0
SÃO VICENTE,PRAIA DA DIVISA,2014-12-07,64.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-01-05,224.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-01-12,272.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-01-19,12.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-01-26,1.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-02-02,1.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-02-09,5.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-02-16,440.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-02-23,28.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-03-02,8.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-03-09,5.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-03-16,13.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-03-23,164.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-03-30,6.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-04-06,12.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-04-13,4.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-04-20,32.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-04-27,152.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-05-04,7.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-05-11,188.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-05-18,40.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-05-25,396.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-06-01,80.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-06-08,4.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-06-15,12.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-06-22,14.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-06-29,3.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-07-06,1.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-07-13,27.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-07-20,14.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-07-27,112.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-08-03,3.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-08-10,53.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-08-17,65.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-08-24,4.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-08-31,12.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-09-04,40.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-09-14,15.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-09-21,348.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-09-28,80.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-10-05,31.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-10-12,4.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-10-19,16.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-10-26,6.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-11-02,47.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-11-09,7.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-11-16,8.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-11-23,8.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-11-30,2.0
SÃO VICENTE,ITARARÉ (POSTO 2),2014-12-07,276.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-01-05,156.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-01-12,288.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-01-19,29.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-01-26,2.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-02-02,6.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-02-09,2.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-02-16,468.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-02-23,10.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-03-02,6.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-03-09,1.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-03-16,3.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-03-23,184.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-03-30,1.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-04-06,6.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-04-13,8.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-04-20,19.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-04-27,37.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-05-04,5.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-05-11,184.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-05-18,1.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-05-25,368.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-06-01,48.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-06-08,11.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-06-15,2.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-06-22,6.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-06-29,4.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-07-06,1.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-07-13,27.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-07-20,17.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-07-27,88.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-08-03,6.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-08-10,76.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-08-17,40.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-08-24,4.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-08-31,14.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-09-04,7.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-09-14,9.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-09-21,124.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-09-28,21.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-10-05,12.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-10-12,7.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-10-19,19.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-10-26,4.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-11-02,36.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-11-09,15.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-11-16,2.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-11-23,14.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-11-30,3.0
SÃO VICENTE,PRAIA DA ILHA PORCHAT,2014-12-07,112.0
SÃO VICENTE,MILIONÁRIOS,2014-01-05,2420.0
SÃO VICENTE,MILIONÁRIOS,2014-01-12,860.0
SÃO VICENTE,MILIONÁRIOS,2014-01-19,72.0
SÃO VICENTE,MILIONÁRIOS,2014-01-26,26.0
SÃO VICENTE,MILIONÁRIOS,2014-02-02,1.0
SÃO VICENTE,MILIONÁRIOS,2014-02-09,1.0
SÃO VICENTE,MILIONÁRIOS,2014-02-16,1040.0
SÃO VICENTE,MILIONÁRIOS,2014-02-23,66.0
SÃO VICENTE,MILIONÁRIOS,2014-03-02,18.0
SÃO VICENTE,MILIONÁRIOS,2014-03-09,520.0
SÃO VICENTE,MILIONÁRIOS,2014-03-16,31.0
SÃO VICENTE,MILIONÁRIOS,2014-03-23,1680.0
SÃO VICENTE,MILIONÁRIOS,2014-03-30,144.0
SÃO VICENTE,MILIONÁRIOS,2014-04-06,84.0
SÃO VICENTE,MILIONÁRIOS,2014-04-13,33.0
SÃO VICENTE,MILIONÁRIOS,2014-04-20,26.0
SÃO VICENTE,MILIONÁRIOS,2014-04-27,104.0
SÃO VICENTE,MILIONÁRIOS,2014-05-04,54.0
SÃO VICENTE,MILIONÁRIOS,2014-05-11,1920.0
SÃO VICENTE,MILIONÁRIOS,2014-05-18,84.0
SÃO VICENTE,MILIONÁRIOS,2014-05-25,940.0
SÃO VICENTE,MILIONÁRIOS,2014-06-01,180.0
SÃO VICENTE,MILIONÁRIOS,2014-06-08,40.0
SÃO VICENTE,MILIONÁRIOS,2014-06-15,84.0
SÃO VICENTE,MILIONÁRIOS,2014-06-22,84.0
SÃO VICENTE,MILIONÁRIOS,2014-06-29,64.0
SÃO VICENTE,MILIONÁRIOS,2014-07-06,6.0
SÃO VICENTE,MILIONÁRIOS,2014-07-13,440.0
SÃO VICENTE,MILIONÁRIOS,2014-07-20,200.0
SÃO VICENTE,MILIONÁRIOS,2014-07-27,360.0
SÃO VICENTE,MILIONÁRIOS,2014-08-03,72.0
SÃO VICENTE,MILIONÁRIOS,2014-08-10,208.0
SÃO VICENTE,MILIONÁRIOS,2014-08-17,580.0
SÃO VICENTE,MILIONÁRIOS,2014-08-24,80.0
SÃO VICENTE,MILIONÁRIOS,2014-08-31,34.0
SÃO VICENTE,MILIONÁRIOS,2014-09-04,9.0
SÃO VICENTE,MILIONÁRIOS,2014-09-14,56.0
SÃO VICENTE,MILIONÁRIOS,2014-09-21,1440.0
SÃO VICENTE,MILIONÁRIOS,2014-09-28,520.0
SÃO VICENTE,MILIONÁRIOS,2014-10-05,112.0
SÃO VICENTE,MILIONÁRIOS,2014-10-12,51.0
SÃO VICENTE,MILIONÁRIOS,2014-10-19,840.0
SÃO VICENTE,MILIONÁRIOS,2014-10-26,2420.0
SÃO VICENTE,MILIONÁRIOS,2014-11-02,14.0
SÃO VICENTE,MILIONÁRIOS,2014-11-09,46.0
SÃO VICENTE,MILIONÁRIOS,2014-11-16,33.0
SÃO VICENTE,MILIONÁRIOS,2014-11-23,96.0
SÃO VICENTE,MILIONÁRIOS,2014-11-30,2.0
SÃO VICENTE,MILIONÁRIOS,2014-12-07,24.0
SÃO VICENTE,GONZAGUINHA,2014-01-05,2100.0
SÃO VICENTE,GONZAGUINHA,2014-01-12,2440.0
SÃO VICENTE,GONZAGUINHA,2014-01-19,43.0
SÃO VICENTE,GONZAGUINHA,2014-01-26,24.0
SÃO VICENTE,GONZAGUINHA,2014-02-02,68.0
SÃO VICENTE,GONZAGUINHA,2014-02-09,8.0
SÃO VICENTE,GONZAGUINHA,2014-02-16,1260.0
SÃO VICENTE,GONZAGUINHA,2014-02-23,64.0
SÃO VICENTE,GONZAGUINHA,2014-03-02,760.0
SÃO VICENTE,GONZAGUINHA,2014-03-09,20.0
SÃO VICENTE,GONZAGUINHA,2014-03-16,108.0
SÃO VICENTE,GONZAGUINHA,2014-03-23,1360.0
SÃO VICENTE,GONZAGUINHA,2014-03-30,108.0
SÃO VICENTE,GONZAGUINHA,2014-04-06,72.0
SÃO VICENTE,GONZAGUINHA,2014-04-13,29.0
SÃO VICENTE,GONZAGUINHA,2014-04-20,49.0
SÃO VICENTE,GONZAGUINHA,2014-04-27,84.0
SÃO VICENTE,GONZAGUINHA,2014-05-04,80.0
SÃO VICENTE,GONZAGUINHA,2014-05-11,720.0
SÃO VICENTE,GONZAGUINHA,2014-05-18,88.0
SÃO VICENTE,GONZAGUINHA,2014-05-25,360.0
SÃO VICENTE,GONZAGUINHA,2014-06-01,124.0
SÃO VICENTE,GONZAGUINHA,2014-06-08,80.0
SÃO VICENTE,GONZAGUINHA,2014-06-15,128.0
SÃO VICENTE,GONZAGUINHA,2014-06-22,43.0
SÃO VICENTE,GONZAGUINHA,2014-06-29,92.0
SÃO VICENTE,GONZAGUINHA,2014-07-06,72.0
SÃO VICENTE,GONZAGUINHA,2014-07-13,216.0
SÃO VICENTE,GONZAGUINHA,2014-07-20,176.0
SÃO VICENTE,GONZAGUINHA,2014-07-27,200.0
SÃO VICENTE,GONZAGUINHA,2014-08-03,86.0
SÃO VICENTE,GONZAGUINHA,2014-08-10,360.0
SÃO VICENTE,GONZAGUINHA,2014-08-17,640.0
SÃO VICENTE,GONZAGUINHA,2014-08-24,104.0
SÃO VICENTE,GONZAGUINHA,2014-08-31,172.0
SÃO VICENTE,GONZAGUINHA,2014-09-04,14.0
SÃO VICENTE,GONZAGUINHA,2014-09-14,20.0
SÃO VICENTE,GONZAGUINHA,2014-09-21,1020.0
SÃO VICENTE,GONZAGUINHA,2014-09-28,304.0
SÃO VICENTE,GONZAGUINHA,2014-10-05,60.0
SÃO VICENTE,GONZAGUINHA,2014-10-12,2.0
SÃO VICENTE,GONZAGUINHA,2014-10-19,236.0
SÃO VICENTE,GONZAGUINHA,2014-10-26,84.0
SÃO VICENTE,GONZAGUINHA,2014-11-02,23.0
SÃO VICENTE,GONZAGUINHA,2014-11-09,66.0
SÃO VICENTE,GONZAGUINHA,2014-11-16,156.0
SÃO VICENTE,GONZAGUINHA,2014-11-23,20.0
SÃO VICENTE,GONZAGUINHA,2014-11-30,3.0
SÃO VICENTE,GONZAGUINHA,2014-12-07,29.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-01-05,1960.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-01-12,460.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-01-19,57.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-01-26,20.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-02-02,43.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-02-09,15.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-02-16,1780.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-02-23,43.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-03-02,12.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-03-09,56.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-03-16,53.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-03-23,1600.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-03-30,67.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-04-06,36.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-04-13,460.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-04-20,14.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-04-27,97.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-05-04,80.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-05-11,2400.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-05-18,380.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-05-25,200.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-06-01,236.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-06-08,56.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-06-15,144.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-06-22,72.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-06-29,76.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-07-06,33.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-07-13,480.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-07-20,41.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-07-27,680.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-08-03,1780.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-08-10,400.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-08-17,360.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-08-24,284.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-08-31,180.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-09-04,27.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-09-14,46.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-09-21,2060.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-09-28,340.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-10-05,84.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-10-12,17.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-10-19,12.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-10-26,124.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-11-02,33.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-11-09,88.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-11-16,41.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-11-23,10.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-11-30,11.0
SÃO VICENTE,PRAINHA ( AV. SANTINO BRITO),2014-12-07,37.0
UBATUBA,PICINGUABA,2014-01-05,41.0
UBATUBA,PICINGUABA,2014-01-12,26.0
UBATUBA,PICINGUABA,2014-01-19,24.0
UBATUBA,PICINGUABA,2014-01-26,3.0
UBATUBA,PICINGUABA,2014-02-02,1.0
UBATUBA,PICINGUABA,2014-02-09,18.0
UBATUBA,PICINGUABA,2014-02-16,46.0
UBATUBA,PICINGUABA,2014-02-23,3.0
UBATUBA,PICINGUABA,2014-03-02,12.0
UBATUBA,PICINGUABA,2014-03-09,46.0
UBATUBA,PICINGUABA,2014-03-16,3.0
UBATUBA,PICINGUABA,2014-03-23,400.0
UBATUBA,PICINGUABA,2014-03-30,2.0
UBATUBA,PICINGUABA,2014-04-06,2.0
UBATUBA,PICINGUABA,2014-04-13,5.0
UBATUBA,PICINGUABA,2014-04-20,17.0
UBATUBA,PICINGUABA,2014-04-27,59.0
UBATUBA,PICINGUABA,2014-05-04,1.0
UBATUBA,PICINGUABA,2014-05-11,108.0
UBATUBA,PICINGUABA,2014-05-18,3.0
UBATUBA,PICINGUABA,2014-05-25,232.0
UBATUBA,PICINGUABA,2014-06-01,2.0
UBATUBA,PICINGUABA,2014-06-08,1.0
UBATUBA,PICINGUABA,2014-06-15,10.0
UBATUBA,PICINGUABA,2014-06-22,2.0
UBATUBA,PICINGUABA,2014-06-29,5.0
UBATUBA,PICINGUABA,2014-07-06,12.0
UBATUBA,PICINGUABA,2014-07-13,26.0
UBATUBA,PICINGUABA,2014-07-20,8.0
UBATUBA,PICINGUABA,2014-07-27,1160.0
UBATUBA,PICINGUABA,2014-08-03,4.0
UBATUBA,PICINGUABA,2014-08-10,6.0
UBATUBA,PICINGUABA,2014-08-17,6.0
UBATUBA,PICINGUABA,2014-08-24,30.0
UBATUBA,PICINGUABA,2014-08-31,28.0
UBATUBA,PICINGUABA,2014-09-04,4.0
UBATUBA,PICINGUABA,2014-09-14,9.0
UBATUBA,PICINGUABA,2014-09-21,212.0
UBATUBA,PICINGUABA,2014-09-28,7.0
UBATUBA,PICINGUABA,2014-10-05,53.0
UBATUBA,PICINGUABA,2014-10-12,1.0
UBATUBA,PICINGUABA,2014-10-19,6.0
UBATUBA,PICINGUABA,2014-10-26,10.0
UBATUBA,PICINGUABA,2014-11-02,1.0
UBATUBA,PICINGUABA,2014-11-09,11.0
UBATUBA,PICINGUABA,2014-11-16,1.0
UBATUBA,PICINGUABA,2014-11-23,33.0
UBATUBA,PICINGUABA,2014-11-30,1.0
UBATUBA,PICINGUABA,2014-12-07,10.0
UBATUBA,PRUMIRIM,2014-01-05,39.0
UBATUBA,PRUMIRIM,2014-02-02,2.0
UBATUBA,PRUMIRIM,2014-03-02,6.0
UBATUBA,PRUMIRIM,2014-04-06,1.0
UBATUBA,PRUMIRIM,2014-05-04,1.0
UBATUBA,PRUMIRIM,2014-06-01,1.0
UBATUBA,PRUMIRIM,2014-07-06,1.0
UBATUBA,PRUMIRIM,2014-08-03,1.0
UBATUBA,PRUMIRIM,2014-09-04,1.0
UBATUBA,PRUMIRIM,2014-10-05,2.0
UBATUBA,PRUMIRIM,2014-11-02,1.0
UBATUBA,PRUMIRIM,2014-12-07,2.0
UBATUBA,FÉLIX,2014-01-05,47.0
UBATUBA,FÉLIX,2014-01-12,17.0
UBATUBA,FÉLIX,2014-01-19,720.0
UBATUBA,FÉLIX,2014-01-26,1.0
UBATUBA,FÉLIX,2014-02-02,14.0
UBATUBA,FÉLIX,2014-02-09,2.0
UBATUBA,FÉLIX,2014-02-16,32.0
UBATUBA,FÉLIX,2014-02-23,1.0
UBATUBA,FÉLIX,2014-03-02,11.0
UBATUBA,FÉLIX,2014-03-09,51.0
UBATUBA,FÉLIX,2014-03-16,92.0
UBATUBA,FÉLIX,2014-03-23,236.0
UBATUBA,FÉLIX,2014-03-30,1.0
UBATUBA,FÉLIX,2014-04-06,1.0
UBATUBA,FÉLIX,2014-04-13,1.0
UBATUBA,FÉLIX,2014-04-20,39.0
